parameterId,parameterSet,parameterName,codePath,currentValue,unitSI,sourceClass,claimClass,roleClass,originalSource,sourceLocation,originalValueUnit,conversion,xv15PublicValue,xv15DifferencePercent,optimizable,lowerBound,upperBound,sensitivityIncluded,finalModel,manualReview,note
PAR-0203,XV15_PUBLIC_REFERENCE_PARTIAL,mass.I0,"overlay.mass.I0(3,3)",67112.9884424,kg m^2,REFERENCE,XV15_DIRECT,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3, yaw inertia table",49500 slug ft^2,value * 1.3558179483314004 kg m^2/(slug ft^2),"67112.9884424",32.9488955202486,0,,,0,1,0,"13000 lb, helicopter configuration; Diagonal only; cross inertia is not reported in this table."
PAR-0204,XV15_PUBLIC_REFERENCE_PARTIAL,mass.KI,"overlay.mass.KI(3,3)",-690.512410911,kg m^2/rad,DERIVED,XV15_DERIVED,INERTIA,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.1.3 endpoint difference, yaw",helicopter 49500; airplane 50300 slug ft^2,(I_helicopter-I_airplane)*1.3558179483314004/(pi/2),"-690.512410911",157.927995743384,0,,,0,1,1,"linear interpolation imposed by current low-order inertia law; Derived endpoint slope; not evidence that the real variation is linear."
PAR-0205,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.R,"overlay.rotor.R",3.81,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 20; printed 17; Section 3.7, 25 ft rotor diameter",25 ft diameter,25 ft * 0.3048 / 2,"3.81",0.262467191601056,0,,,0,1,0,"XV-15 nominal rotor; "
PAR-0206,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.Nb,"overlay.rotor.Nb",3,1,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 20; printed 17; Section 3.7, number of blades per rotor",3 count,identity,"3",0,0,,,0,1,0,"XV-15 nominal rotor; "
PAR-0207,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.Omega,"overlay.rotor.Omega",59.1666616426,rad/s,REFERENCE,XV15_DIRECT,ROTOR_AERO,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 22; printed 19; Section 3.8, hover/helicopter nominal rpm",565 rpm,565 rpm * 2*pi/60,"59.1666616426",4.78874129236295,0,,,0,1,1,"hover/helicopter reference only; The current scalar interface cannot also represent the documented 458 rpm airplane value; the overlay therefore uses the hover value."
PAR-0208,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.chord,"overlay.rotor.chord",0.3556,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 20; printed 17; Section 3.7, blade chord",14 in,14 in * 0.0254,"0.3556",6.86164229471317,0,,,0,1,0,"XV-15 nominal rotor; "
PAR-0209,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.twistTip,"overlay.rotor.twistTip",-0.785398163397,rad,REFERENCE,XV15_DIRECT,ROTOR_AERO,The XV-15 Tilt Rotor Research Aircraft; NASA TM-81244 / AVRADCOM-TR-80-A-15 / A-8343; D. C. Dugan; R. G. Erhart; L. G. Schroers; 1980; local file NASA_TM_81244.pdf,"PDF 4; printed 2; Design Characteristics, 45 deg root-to-tip blade twist",45 deg magnitude,-45 deg * pi/180,"-0.785398163397",86.6666666666667,0,,,0,1,1,"root-to-tip aerodynamic twist; negative toward tip; Sign follows the project linear twist convention."
PAR-0210,XV15_PUBLIC_REFERENCE_PARTIAL,rotor.pivotY,"overlay.rotor.pivotY",4.902708,m,DERIVED,XV15_DERIVED,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 wing span footnote a",32.17 ft,32.17 ft * 0.3048 / 2,"4.902708",1.98445430566127,0,,,0,1,0,"half distance between rotor centerlines at tilt axes; Direct span divided by two for the symmetric body-y coordinate."
PAR-0211,XV15_PUBLIC_REFERENCE_PARTIAL,wing.S,"overlay.wing.S",15.70061376,m^2,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 dimensions table",169.0 ft^2,169.0 ft^2 * 0.09290304,"15.70061376",14.6451997046006,0,,,0,1,0,"documented wing reference area; "
PAR-0212,XV15_PUBLIC_REFERENCE_PARTIAL,wing.b,"overlay.wing.b",9.805416,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 dimensions table and footnote a",32.17 ft,32.17 ft * 0.3048,"9.805416",1.98445430566127,0,,,0,1,1,"between rotor centerlines at tilt axes; Used as the present low-order wing span reference."
PAR-0213,XV15_PUBLIC_REFERENCE_PARTIAL,wing.c,"overlay.wing.c",1.6002,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 mean aerodynamic chord",5.25 ft,5.25 ft * 0.3048,"1.6002",6.26171728533934,0,,,0,1,0,"wing mean aerodynamic chord; "
PAR-0214,XV15_PUBLIC_REFERENCE_PARTIAL,htail.S,"overlay.htail.S",4.66837776,m^2,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 horizontal-tail area",50.25 ft^2,50.25 ft^2 * 0.09290304,"4.66837776",3.60677238767413,0,,,0,1,0,"horizontal tail total area; "
PAR-0215,XV15_PUBLIC_REFERENCE_PARTIAL,htail.c,"overlay.htail.c",1.194816,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 horizontal-tail mean chord",3.92 ft,3.92 ft * 0.3048,"1.194816",16.305104719053,0,,,0,1,0,"horizontal tail mean aerodynamic chord; "
PAR-0216,XV15_PUBLIC_REFERENCE_PARTIAL,vtail.SEach,"overlay.vtail.SEach",2.34580176,m^2,DERIVED,XV15_DERIVED,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 vertical-tail total area",50.5 ft^2 total,50.5 ft^2 * 0.09290304 / 2,"2.34580176",31.7930429040176,0,,,0,1,1,"symmetric twin-tail split; Equal per-fin split is imposed by the present symmetric twin-tail model."
PAR-0217,XV15_PUBLIC_REFERENCE_PARTIAL,vtail.c,"overlay.vtail.c",1.133856,m,REFERENCE,XV15_DIRECT,GEOMETRY,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 15; printed 12; Section 3.3 vertical-tail mean aerodynamic chord",3.72 ft,3.72 ft * 0.3048,"1.133856",29.4443033330511,0,,,0,1,0,"vertical tail mean aerodynamic chord; This field is metadata in the current model and does not affect loads."
PAR-0218,XV15_PUBLIC_REFERENCE_PARTIAL,control.elevatorLim,"overlay.control.elevatorLim",[-0.349065850399 0.349065850399],rad,REFERENCE,XV15_DIRECT,CONTROL_LIMIT,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 17; printed 14; Section 3.4 movable-surface table",+/-20 deg,[-20 20] deg * pi/180,"[-0.349065850399 0.349065850399]",0,0,,,0,1,0,"elevator surface deflection; "
PAR-0219,XV15_PUBLIC_REFERENCE_PARTIAL,control.rudderLim,"overlay.control.rudderLim",[-0.349065850399 0.349065850399],rad,REFERENCE,XV15_DIRECT,CONTROL_LIMIT,NASA/Army XV-15 Tilt Rotor Research Aircraft Familiarization Document; NASA TM X-62407 / A-5870; Tilt Rotor Project Office Staff; coordinated by Martin Maisel; 1975; local file NASA_TM_X_62407.pdf,"PDF 17; printed 14; Section 3.4 movable-surface table",+/-20 deg,[-20 20] deg * pi/180,"[-0.349065850399 0.349065850399]",50,0,,,0,1,0,"rudder surface deflection; "
